id,latitude,longitude,order_weight,window_start,window_end,delivery_duration
0,48.764246,2.34842,,,,600
1,48.861673,2.353084,120.0,23400,30600,300
2,48.830166,2.353779,130.0,10800,23400,600
3,48.857059,2.340688,10.0,10800,19800,600
4,48.872693,2.365364,90.0,19800,28800,300
5,48.860667,2.405303,50.0,10800,19800,600
6,48.876411,2.387146,130.0,16200,23400,300
7,48.870058,2.346376,50.0,10800,27000,600
8,48.872693,2.365364,80.0,20700,28800,300
9,48.875489,2.340275,80.0,10800,28800,600
10,48.843755,2.352663,20.0,23100,30600,300
11,48.862157,2.380131,70.0,10800,27000,600
12,48.862582,2.378376,40.0,10800,27000,600
13,48.87165,2.339553,20.0,10800,28800,600
14,48.830166,2.353779,110.0,10800,23400,600
15,48.860782,2.340251,40.0,14400,21600,300
16,48.840094,2.350711,10.0,10800,34200,600
17,48.846995,2.295463,30.0,27000,34200,300
18,48.830166,2.353779,30.0,10800,23400,600
19,48.88303,2.316255,20.0,27000,34200,300
20,48.912166,2.398266,50.0,27000,34200,300
21,48.839561,2.377922,30.0,10800,32400,300
22,48.858048,2.37557,20.0,19200,28800,300
23,48.864515,2.349468,130.0,21600,28800,300
24,48.861534,2.447749,80.0,10800,19800,600
25,48.842483,2.325146,60.0,19800,27000,300
26,48.866246,2.332913,20.0,24900,34200,300
27,48.85676,2.359514,20.0,25500,34200,300
28,48.869518,2.346613,30.0,10800,32400,600
29,48.820083,2.338397,60.0,10800,28800,600
30,48.859749,2.352951,70.0,17700,25200,300
31,48.889704,2.319617,70.0,25200,32400,300
32,48.860782,2.340251,30.0,14100,21600,300
33,48.857949,2.349303,9.2,21900,32400,300
34,48.866796,2.290555,140.0,25200,32400,300
35,48.864461,2.347217,60.0,23400,30600,300
36,48.849178,2.359731,20.0,27000,37500,300
37,48.86709,2.347841,20.0,23400,30600,300
38,48.869348,2.353465,20.0,21900,30600,300
39,48.883138,2.411119,40.0,27000,34200,300
40,48.794882,2.29681,40.0,14400,27600,300
41,48.781456,2.226619,30.0,19800,31500,300
42,48.850222,2.410169,170.0,25200,32400,300
43,48.873514,2.339361,30.0,21600,28800,300
44,48.862582,2.378376,10.0,10800,27000,600
45,48.853341,2.370838,30.0,19800,34200,300
46,48.824607,2.33745,100.0,23400,30600,300
47,48.824607,2.33745,250.0,23400,30600,300
48,48.869069,2.338294,30.0,14400,21600,300
49,48.848691,2.417032,10.0,18000,26700,300
50,48.877385,2.34453,10.0,26700,34200,300
51,48.855403,2.330874,110.0,19800,27000,300
52,48.885053,2.340459,50.0,23400,30600,300
53,48.851331,2.364571,7.0,10800,30600,600
54,48.861094,2.312868,10.0,10800,26700,600
55,48.863042,2.361,70.0,25200,32400,300
56,48.847517,2.387622,30.0,21600,28800,300
57,48.869348,2.353465,10.0,15900,30600,300
58,48.843541,2.295369,60.0,10800,30600,600
59,48.8114,2.310856,30.0,10800,23400,600
60,48.862157,2.380131,50.0,10800,27000,600
61,48.896074,2.504742,40.0,10800,30600,600
62,48.787527,2.445889,50.0,10800,32400,600
63,48.858143,2.42606,50.0,27000,34200,300
64,48.862157,2.380131,20.0,10800,27000,600
65,48.864515,2.349468,400.0,21600,28800,300
66,48.876907,2.32158,250.0,10800,19800,600
67,48.8501,2.284588,50.0,16200,23400,300
68,48.861619,2.366735,10.0,21600,28800,300
69,48.870282,2.369666,90.0,16200,23400,300
70,48.9,2.32731,30.0,10800,19800,600
71,48.872234,2.330953,130.0,18000,28800,300
72,48.858041,2.323125,30.0,14400,21600,300
73,48.9,2.32731,40.0,10800,19800,600
74,48.888573,2.317533,20.0,25200,32400,300
75,48.891112,2.351839,180.0,25800,34200,300
76,48.878589,2.314193,30.0,20400,32400,300
77,48.741089,2.604485,80.0,26400,34200,300
78,48.909036,2.395574,280.0,16200,23400,300
79,48.861986,2.352285,20.0,10800,32400,600
80,48.833214,2.282752,20.0,27000,34200,300
81,48.885053,2.340459,70.0,23400,30600,300
82,48.877028,2.309487,30.0,21600,28800,300
83,48.856662,2.35241,80.0,24600,34200,300
84,48.858048,2.37557,1.0,20400,28800,300
85,48.876452,2.344866,10.0,10800,27000,600
86,48.880271,2.353582,80.0,10800,19800,600
87,48.851306,2.651558,20.0,27000,34200,300
88,48.858041,2.323125,70.0,14400,21600,300
89,48.874821,2.386266,140.0,25200,33900,300
90,48.861673,2.353084,120.0,25200,32400,300
91,48.877797,2.3392,80.0,19800,27000,300
92,48.853092,2.446721,60.0,10800,27000,600
93,48.882409,2.333305,40.0,10800,30600,600
94,48.862157,2.380131,60.0,10800,27000,600
95,48.858311,2.357188,130.0,21600,29700,300
96,48.851331,2.364571,10.0,10800,30600,600
97,48.847036,2.641922,110.0,27000,39600,300
98,48.87053,2.354152,30.0,10800,30600,600
99,48.875514,2.339011,150.0,22800,30600,300
100,48.853561,2.351725,30.0,18600,28800,300
101,48.851326,2.384865,130.0,21300,28800,300
102,48.899242,2.346087,60.0,21600,28800,300
103,48.820083,2.338397,40.0,10800,28800,600
104,48.869348,2.353465,20.0,20400,30600,300
105,48.851024,2.357324,70.0,10800,32400,600
106,48.901751,2.535701,50.0,27000,34200,300
107,48.865391,2.35162,20.0,10800,19800,600
108,48.85838,2.354403,20.0,10800,19800,600
109,48.80101,2.373169,660.0,27000,34200,300
110,48.866114,2.347646,100.0,10800,27000,600
111,48.853561,2.351725,10.0,17100,28800,300
112,48.851146,2.3256,120.0,27000,34200,300
113,48.861534,2.447749,70.0,10800,19800,600
114,48.846995,2.295463,30.0,27000,34200,300
115,48.860672,2.36894,30.0,10800,27000,600
116,48.884927,2.34248,40.0,17100,25200,300
117,48.768783,2.3161,60.0,27000,34200,300
118,48.783496,2.36755,70.0,14100,27000,300
119,48.885336,2.338508,190.0,19800,27000,300
120,48.858048,2.37557,50.0,21300,28800,300
121,48.856662,2.35241,80.0,26700,34200,300
122,48.859751,2.359141,50.0,21600,28800,300
123,48.882639,2.328132,20.0,23100,34200,300
124,48.860667,2.405303,130.0,10800,19800,600
125,48.86186,2.299426,10.0,14400,21600,300
126,48.859751,2.359141,10.0,18300,27000,300
127,48.844008,2.350383,60.0,15900,27000,300
128,48.892242,2.283902,60.0,10800,21600,600
129,48.863238,2.358736,210.0,10800,19800,600
130,48.864917,2.404575,30.0,14400,25200,300
131,48.861534,2.447749,30.0,10800,22800,600
132,48.839211,2.322806,3.66,24600,34200,300
133,48.874625,2.360056,50.0,10800,30600,600
134,48.876452,2.344866,30.0,10800,27000,600
135,48.895151,2.197145,40.0,15000,25200,300
136,48.870058,2.346376,70.0,10800,27000,600
137,48.849782,2.495083,130.0,14400,30300,300
138,48.8114,2.310856,10.0,10800,23400,600
139,48.883138,2.411119,70.0,24900,34200,300
140,48.871589,2.367311,4.0,18300,32400,300
141,48.864304,2.376037,180.0,27000,34200,300
142,48.901023,2.382707,20.0,24300,32400,300
143,48.854419,2.339259,40.0,24600,34200,300
144,48.876778,2.34155,10.0,23100,32400,300
145,48.873957,2.3343,60.0,19500,32400,300
146,48.864705,2.368198,140.0,20700,30600,300
147,48.882409,2.333305,20.0,10800,30600,600
148,48.861534,2.447749,200.0,10800,19800,600
149,48.876832,2.331126,150.0,19800,27000,300
150,48.859751,2.359141,70.0,15900,27000,300
151,48.872389,2.283777,30.0,27000,34200,300
152,48.877474,2.27288,10.0,18000,28500,300
153,48.859608,2.37047,50.0,21600,32400,300
154,48.862582,2.378376,40.0,10800,27000,600
155,48.851146,2.3256,10.0,24600,34200,300
156,48.860239,2.439017,10.0,10800,32400,600
157,48.768783,2.3161,90.0,27000,34200,300
158,48.891284,2.350582,90.0,24900,32400,300
159,48.896647,2.333722,110.0,10800,25200,600
160,48.860866,2.352342,70.0,25200,32400,300
161,48.856169,2.361938,40.0,19500,28800,300
162,48.85838,2.354403,20.0,10800,19800,600
163,48.872992,2.334854,10.0,26700,34200,300
164,48.873554,2.360319,120.0,10800,19800,600
165,48.820083,2.338397,80.0,10800,28800,600
166,48.872128,2.37034,10.0,10800,30600,600
167,48.860667,2.405303,120.0,10800,21600,600
168,48.873264,2.32664,8.2,26700,34200,300
169,48.83569,2.267866,30.0,16200,23700,300
170,48.890972,2.333087,10.0,10800,23400,600
171,48.872357,2.359855,50.0,14400,21600,300
172,48.868071,2.330056,50.0,25500,34200,300
173,48.852708,2.349901,90.0,19800,34200,300
174,48.848134,2.341924,20.0,14400,21600,300
175,48.849178,2.359731,10.0,10800,30600,600
176,48.849695,2.344359,100.0,26400,34200,300
177,48.869327,2.283907,20.0,20100,32400,300
178,48.877015,2.340326,5.5,21600,28800,300
179,48.900775,2.342051,160.0,25500,34200,300
180,48.877474,2.27288,80.0,23400,30600,300
181,48.80101,2.373169,1060.0,24600,34200,300
182,48.849785,2.343277,20.0,10800,30600,600
183,48.866894,2.349155,40.0,21600,28800,300
184,48.87552,2.30007,10.0,19200,28800,300
185,48.875114,2.343639,180.0,19500,32400,300
186,48.872693,2.365364,60.0,21300,28800,300
187,48.863946,2.348192,80.0,25200,32400,300
188,48.865391,2.35162,50.0,10800,19800,600
189,48.874452,2.333577,20.0,21600,28800,300
190,48.87804,2.33354,40.0,10800,19800,600
191,48.877782,2.312165,100.0,27000,34200,300
192,48.889145,2.381764,80.0,18900,27000,300
193,48.860782,2.340251,20.0,14400,21600,300
194,48.820083,2.338397,80.0,10800,28800,600
195,48.874625,2.360056,40.0,10800,30600,600
196,48.787527,2.445889,60.0,10800,32400,600
197,48.864515,2.349468,130.0,21000,28800,300
198,48.852729,2.406029,30.0,21600,33600,300
199,48.870058,2.346376,40.0,10800,27000,600
200,48.863516,2.363531,3.4,25200,32400,300
201,48.733325,2.442407,9.0,24900,34200,300
202,48.862275,2.411592,50.0,25500,34200,300
203,48.860672,2.36894,80.0,10800,27000,600
204,48.862157,2.380131,60.0,10800,27000,600
205,48.895151,2.197145,30.0,19500,25200,300
206,48.848691,2.417032,50.0,18000,25200,300
207,48.884579,2.321093,10.0,10800,19800,600
208,48.883624,2.345827,140.0,27000,34200,300
209,48.854419,2.339259,30.0,25200,34200,300
210,48.865459,2.206655,60.0,25200,32400,300
211,48.857409,2.306244,70.0,14400,21600,300
212,48.847517,2.387622,60.0,21600,28800,300
213,48.872693,2.365364,100.0,19800,28800,300
214,48.89344,2.239112,90.0,16200,34200,300
215,48.844975,2.341771,130.0,24600,34200,300
216,48.901023,2.295646,180.0,22200,32400,300
217,48.858041,2.323125,80.0,14400,21600,300
218,48.871589,2.367311,10.0,21900,32400,300
219,48.803472,2.335421,40.0,24900,32400,300
220,48.864515,2.349468,120.0,21000,28800,300
221,48.847517,2.387622,50.0,21600,28800,300
222,48.864233,2.355936,170.0,10800,21600,600
223,48.851852,2.33035,90.0,21300,28800,300
224,48.860672,2.36894,50.0,10800,27000,600
225,48.86667,2.373262,10.0,10800,28800,600
226,48.888238,2.340264,200.0,21600,28800,300
227,48.869348,2.353465,30.0,23400,30600,300
228,48.860672,2.36894,70.0,10800,30600,600
229,48.843664,2.355453,60.0,23400,30600,300
230,48.851326,2.384865,120.0,21000,28800,300
231,48.866524,2.363518,40.0,10800,21600,600
232,48.848134,2.341924,60.0,14400,21600,300
233,48.858041,2.323125,30.0,14400,21600,300
234,48.870058,2.346376,30.0,10800,27000,600
235,48.889029,2.355844,70.0,21600,28800,300
236,48.883802,2.280951,140.0,22800,34200,300
237,48.877451,2.353736,120.0,15000,28800,300
238,48.857059,2.340688,40.0,10800,19800,600
239,48.874452,2.333577,60.0,20400,28800,300
240,48.866896,2.344011,20.0,10800,21600,600
241,48.862269,2.352519,40.0,23400,30600,300
242,48.859578,2.349867,120.0,27000,34200,300
243,48.872357,2.359855,70.0,14400,21600,300
244,48.841908,2.39934,80.0,18000,25200,300
245,48.843541,2.295369,120.0,10800,30600,600
246,48.876452,2.344866,20.0,10800,27000,600
247,48.868599,2.353279,50.0,24600,34200,300
248,48.797616,2.331327,10.0,21600,28800,300
249,48.847036,2.641922,120.0,26100,34200,300
250,48.849785,2.343277,20.0,10800,30600,600
251,48.860672,2.36894,40.0,10800,27000,600
252,48.86194,2.363121,270.0,21600,28800,300
253,48.85882,2.307784,30.0,17100,32400,300
254,48.9,2.32731,80.0,10800,19800,600
255,48.895151,2.197145,30.0,19800,25200,300
256,48.861077,2.333851,40.0,10800,19800,600
257,48.856211,2.344191,90.0,16500,34200,600
258,48.856211,2.344191,120.0,10800,34200,600
259,48.820976,2.237976,60.0,18000,25200,300
260,48.895699,2.353142,50.0,10800,30600,600
261,48.920918,2.322158,60.0,24600,32400,300
262,48.860782,2.340251,40.0,14100,21600,300
263,48.912166,2.398266,60.0,21000,34200,300
264,48.87165,2.339553,20.0,10800,28800,600
265,48.878898,2.355092,70.0,19500,28800,300
266,48.882425,2.332707,30.0,10800,27000,600
267,48.882639,2.328132,30.0,27000,34200,300
268,48.860667,2.405303,120.0,10800,19800,600
269,48.888866,2.341702,40.0,21600,28800,300
270,48.8669,2.346647,120.0,14700,34200,300
271,48.862582,2.378376,80.0,10800,27000,600
272,48.853561,2.351725,20.0,14100,28800,300
273,48.85324,2.303566,50.0,22500,32400,300
274,48.884597,2.331364,140.0,21600,28800,300
275,48.870665,2.329899,30.0,19800,32400,300
276,48.740356,2.428745,60.0,14400,21600,300
