id,latitude,longitude,order_weight,window_start,window_end,delivery_duration
0,48.764246,2.34842,,,,600
1,48.862157,2.380131,20.0,10800,27000,600
2,48.80101,2.373169,660.0,27000,34200,300
3,48.86667,2.373262,10.0,10800,28800,600
4,48.861534,2.447749,20.0,10800,19800,600
5,48.862157,2.380131,80.0,10800,27000,600
6,48.841908,2.39934,80.0,18000,25200,300
7,48.863516,2.363531,3.4,25200,32400,300
8,48.8114,2.310856,10.0,10800,23400,600
9,48.859578,2.349867,120.0,27000,34200,300
10,48.872992,2.334854,10.0,26700,34200,300
11,48.869348,2.353465,20.0,20400,30600,300
12,48.870058,2.346376,50.0,10800,27000,600
13,48.883138,2.411119,70.0,24900,34200,300
14,48.851331,2.364571,7.0,10800,30600,600
15,48.856662,2.35241,80.0,26700,34200,300
16,48.85676,2.359514,20.0,25500,34200,300
17,48.854419,2.339259,30.0,25200,34200,300
18,48.839561,2.377922,30.0,10800,32400,300
19,48.869348,2.353465,20.0,21900,30600,300
20,48.866114,2.347646,60.0,10800,27000,600
21,48.864515,2.349468,400.0,21600,28800,300
22,48.874625,2.360056,50.0,10800,30600,600
23,48.859751,2.359141,50.0,21600,28800,300
24,48.862582,2.378376,40.0,10800,27000,600
25,48.783496,2.36755,30.0,12000,27000,300
26,48.851146,2.3256,10.0,24600,34200,300
27,48.891251,2.315104,40.0,23700,32400,300
28,48.88303,2.316255,20.0,27000,34200,300
29,48.843755,2.352663,20.0,23100,30600,300
30,48.853092,2.446721,60.0,10800,27000,600
31,48.9,2.32731,40.0,10800,19800,600
32,48.882639,2.328132,20.0,23100,34200,300
33,48.857409,2.306244,70.0,14400,21600,300
34,48.85324,2.303566,50.0,22500,32400,300
35,48.87165,2.339553,20.0,10800,28800,600
36,48.820083,2.338397,40.0,10800,28800,600
37,48.844008,2.350383,60.0,15900,27000,300
38,48.861077,2.333851,40.0,10800,19800,600
39,48.87053,2.354152,20.0,10800,30600,600
40,48.847036,2.641922,120.0,26100,34200,300
41,48.860667,2.405303,50.0,10800,19800,600
42,48.874452,2.333577,60.0,20400,28800,300
43,48.880271,2.353582,80.0,10800,19800,600
44,48.864705,2.368198,140.0,20700,30600,300
45,48.856211,2.344191,120.0,10800,34200,600
46,48.860782,2.340251,30.0,14100,21600,300
47,48.861534,2.447749,80.0,10800,19800,600
48,48.875114,2.343639,180.0,19500,32400,300
49,48.854419,2.339259,40.0,24600,34200,300
50,48.866246,2.332913,20.0,24900,34200,300
51,48.864461,2.347217,60.0,23400,30600,300
52,48.797616,2.331327,10.0,21600,28800,300
53,48.861534,2.447749,70.0,10800,19800,600
54,48.860782,2.340251,40.0,14100,21600,300
55,48.847517,2.387622,30.0,21600,28800,300
56,48.872693,2.365364,90.0,19800,28800,300
57,48.869348,2.353465,40.0,23400,30600,300
58,48.862275,2.411592,50.0,25500,34200,300
