id,latitude,longitude,order_weight,window_start,window_end,delivery_duration
0,48.764246,2.34842,,,,600
1,48.861534,2.447749,20.0,10800,19800,600
2,48.862157,2.380131,70.0,10800,27000,600
3,48.877385,2.34453,10.0,26700,34200,300
4,48.860672,2.36894,30.0,10800,27000,600
5,48.848134,2.341924,60.0,14400,21600,300
6,48.862582,2.378376,40.0,10800,27000,600
7,48.820083,2.338397,60.0,10800,28800,600
8,48.862582,2.378376,40.0,10800,27000,600
9,48.859578,2.349867,120.0,27000,34200,300
10,48.824607,2.33745,100.0,23400,30600,300
11,48.854419,2.339259,30.0,25200,34200,300
12,48.859751,2.359141,50.0,21600,28800,300
13,48.858048,2.37557,20.0,19200,28800,300
14,48.87053,2.354152,20.0,10800,30600,600
15,48.85882,2.307784,30.0,17100,32400,300
16,48.864705,2.368198,140.0,20700,30600,300
17,48.861619,2.366735,10.0,21600,28800,300
18,48.853341,2.370838,30.0,19800,34200,300
19,48.861534,2.447749,200.0,10800,19800,600
20,48.860672,2.36894,80.0,10800,27000,600
21,48.873957,2.3343,60.0,19500,32400,300
22,48.841908,2.39934,80.0,18000,25200,300
23,48.733325,2.442407,9.0,24900,34200,300
24,48.862157,2.380131,80.0,10800,27000,600
25,48.858143,2.42606,100.0,24600,34200,300
26,48.864461,2.347217,60.0,23400,30600,300
27,48.869348,2.353465,40.0,23400,30600,300
28,48.847517,2.387622,30.0,21600,28800,300
29,48.846995,2.295463,30.0,27000,34200,300
30,48.860667,2.405303,50.0,10800,19800,600
31,48.877028,2.309487,30.0,21600,28800,300
32,48.874452,2.333577,60.0,20400,28800,300
33,48.869348,2.353465,20.0,20400,30600,300
34,48.852708,2.349901,90.0,19800,34200,300
35,48.856662,2.35241,80.0,26700,34200,300
36,48.849785,2.343277,20.0,10800,30600,600
37,48.840094,2.350711,10.0,10800,34200,600
38,48.86667,2.373262,10.0,10800,28800,600
39,48.864515,2.349468,400.0,21600,28800,300
40,48.824607,2.33745,130.0,21600,30600,300
41,48.863516,2.363531,3.4,25200,32400,300
42,48.872693,2.365364,100.0,19800,28800,300
43,48.885053,2.340459,50.0,23400,30600,300
44,48.844975,2.341771,130.0,24600,34200,300
45,48.857409,2.306244,70.0,14400,21600,300
46,48.853561,2.351725,30.0,18600,28800,300
47,48.861673,2.353084,120.0,25200,32400,300
48,48.858041,2.323125,30.0,14400,21600,300
49,48.783496,2.36755,30.0,12000,27000,300
50,48.853561,2.351725,10.0,17100,28800,300
51,48.830166,2.353779,110.0,10800,23400,600
52,48.858048,2.37557,1.0,20400,28800,300
53,48.896074,2.504742,40.0,10800,30600,600
54,48.844008,2.350383,60.0,15900,27000,300
55,48.851024,2.357324,70.0,10800,32400,600
56,48.864515,2.349468,130.0,21600,28800,300
57,48.843755,2.352663,20.0,23100,30600,300
58,48.857059,2.340688,40.0,10800,19800,600
59,48.874475,2.348376,90.0,27000,34200,300
60,48.820083,2.338397,40.0,10800,28800,600
61,48.883138,2.411119,70.0,24900,34200,300
62,48.860782,2.340251,20.0,14400,21600,300
63,48.909165,2.333026,160.0,21600,28800,300
64,48.856169,2.361938,40.0,19500,28800,300
65,48.856662,2.35241,80.0,24600,34200,300
66,48.872234,2.330953,130.0,18000,28800,300
67,48.88303,2.316255,20.0,27000,34200,300
68,48.875114,2.343639,180.0,19500,32400,300
69,48.874625,2.360056,40.0,10800,30600,600
