id,latitude,longitude,order_weight,window_start,window_end,delivery_duration
0,48.764246,2.34842,,,,600
1,48.861673,2.353084,120.0,23400,30600,300
2,48.830166,2.353779,130.0,10800,23400,600
3,48.860667,2.405303,60.0,14400,23400,600
4,48.820083,2.338397,60.0,10800,28800,600
5,48.860667,2.405303,50.0,10800,19800,600
6,48.876411,2.387146,130.0,16200,23400,300
7,48.860672,2.36894,100.0,14400,30600,600
8,48.872693,2.365364,80.0,20700,28800,300
9,48.862156,2.357547,70.0,27900,39600,300
10,48.883624,2.345827,100.0,23400,37800,300
11,48.877474,2.27288,10.0,18000,28500,300
12,48.862582,2.378376,40.0,10800,27000,600
13,48.859578,2.349867,60.0,30600,37800,300
14,48.892242,2.283902,40.0,14400,25200,600
15,48.861077,2.333851,40.0,10800,19800,600
16,48.853092,2.446721,70.0,10800,27000,600
17,48.896074,2.504742,40.0,10800,30600,600
18,48.830166,2.353779,30.0,10800,23400,600
19,48.875489,2.340275,80.0,10800,28800,600
20,48.883624,2.345827,130.0,21000,39600,300
21,48.787527,2.445889,60.0,10800,32400,600
22,48.884579,2.321093,10.0,10800,19800,600
23,48.864515,2.349468,130.0,21600,28800,300
24,48.861534,2.447749,80.0,10800,19800,600
25,48.842483,2.325146,60.0,19800,27000,300
26,48.866246,2.332913,20.0,24900,34200,300
27,48.849178,2.359731,20.0,27000,37500,300
28,48.869518,2.346613,30.0,10800,32400,600
29,48.862426,2.371682,40.0,28800,39600,300
30,48.856662,2.35241,80.0,24600,34200,300
31,48.90709,2.28723,9.0,25200,33000,300
32,48.846995,2.295463,30.0,27000,34200,300
33,48.885053,2.340459,10.0,27000,34200,300
34,48.855403,2.330874,110.0,19800,27000,300
35,48.864461,2.347217,60.0,23400,30600,300
36,48.850222,2.410169,210.0,28800,39600,300
37,48.858041,2.323125,80.0,14400,21600,300
38,48.869348,2.353465,20.0,21900,30600,300
39,48.883138,2.411119,40.0,27000,34200,300
40,48.856211,2.344191,120.0,10800,34200,600
41,48.865391,2.35162,50.0,14400,23400,600
42,48.85507,2.320117,60.0,21300,32400,300
43,48.873514,2.339361,30.0,21600,28800,300
44,48.862582,2.378376,90.0,14400,30600,600
45,48.849782,2.495083,130.0,14400,30300,300
46,48.889029,2.355844,70.0,21600,28800,300
47,48.824607,2.33745,250.0,23400,30600,300
48,48.873957,2.3343,40.0,27300,39600,300
49,48.878898,2.355092,70.0,19500,28800,300
50,48.877385,2.34453,10.0,26700,34200,300
51,48.884927,2.34248,30.0,21600,28800,300
52,48.885053,2.340459,50.0,23400,30600,300
53,48.869514,2.37557,80.0,28800,36000,300
54,48.861094,2.312868,10.0,10800,26700,600
55,48.875065,2.338211,30.0,23400,30600,300
56,48.882639,2.328132,20.0,23100,34200,300
57,48.857059,2.340688,70.0,14400,23400,600
58,48.860782,2.340251,30.0,14100,21600,300
59,48.870282,2.369666,90.0,21600,32400,300
60,48.877484,2.359755,50.0,28800,39600,300
61,48.876907,2.32158,250.0,10800,19800,600
62,48.895151,2.197145,30.0,19800,25200,300
63,48.851326,2.384865,120.0,21000,28800,300
64,48.862157,2.380131,20.0,10800,27000,600
65,48.864515,2.349468,400.0,21600,28800,300
66,48.85676,2.359514,20.0,25500,34200,300
67,48.901023,2.295646,120.0,25200,36000,300
68,48.861619,2.366735,10.0,21600,28800,300
69,48.870282,2.369666,90.0,16200,23400,300
70,48.882237,2.352813,40.0,26700,39600,300
71,48.872234,2.330953,130.0,18000,28800,300
72,48.858041,2.323125,30.0,14400,21600,300
73,48.870351,2.340404,30.0,30000,37800,300
74,48.8669,2.346647,120.0,14700,34200,300
75,48.847036,2.641922,110.0,27000,39600,300
76,48.857949,2.349303,9.2,21900,32400,300
77,48.741089,2.604485,80.0,26400,34200,300
78,48.909036,2.395574,280.0,16200,23400,300
79,48.844975,2.341771,130.0,24600,34200,300
80,48.833214,2.282752,20.0,27000,34200,300
81,48.865391,2.35162,20.0,10800,19800,600
82,48.877028,2.309487,30.0,21600,28800,300
83,48.895151,2.197145,120.0,18600,28800,300
84,48.842483,2.325146,100.0,25800,36000,300
85,48.858311,2.357188,130.0,21600,29700,300
86,48.912166,2.398266,50.0,27000,34200,300
87,48.851306,2.651558,20.0,27000,34200,300
88,48.858041,2.323125,70.0,14400,21600,300
89,48.875848,2.387969,160.0,27600,39600,300
90,48.861673,2.353084,120.0,25200,32400,300
91,48.848134,2.341924,20.0,14400,21600,300
92,48.853092,2.446721,60.0,10800,27000,600
93,48.839211,2.322806,3.66,24600,34200,300
94,48.862157,2.380131,60.0,10800,27000,600
95,48.783496,2.36755,100.0,21600,32400,300
96,48.851331,2.364571,10.0,10800,30600,600
97,48.787527,2.445889,60.0,14400,36000,600
98,48.851574,2.318469,190.0,18600,32400,300
99,48.875514,2.339011,150.0,22800,30600,300
100,48.877782,2.312165,100.0,27000,34200,300
101,48.851326,2.384865,130.0,21300,28800,300
102,48.899242,2.346087,60.0,21600,28800,300
103,48.869348,2.353465,10.0,15900,30600,300
104,48.876778,2.34155,10.0,23100,32400,300
105,48.861986,2.352285,20.0,10800,32400,600
106,48.901751,2.535701,50.0,27000,34200,300
107,48.861357,2.345134,60.0,21300,34200,300
108,48.85838,2.354403,20.0,10800,19800,600
109,48.852026,2.328532,150.0,25800,37800,300
110,48.866114,2.347646,100.0,10800,27000,600
111,48.839371,2.275395,80.0,19800,27000,300
112,48.851146,2.3256,120.0,27000,34200,300
113,48.860395,2.31303,10.0,28800,36000,300
114,48.866524,2.363518,40.0,10800,21600,600
115,48.860672,2.36894,30.0,10800,27000,600
116,48.84738,2.350683,160.0,14400,25200,600
117,48.768783,2.3161,60.0,27000,34200,300
118,48.783496,2.36755,70.0,14100,27000,300
119,48.910099,2.31747,30.0,28800,36000,300
120,48.856211,2.344191,90.0,25500,37800,600
121,48.856662,2.35241,80.0,26700,34200,300
122,48.849695,2.344359,100.0,26400,34200,300
123,48.847517,2.387622,100.0,25200,32400,300
124,48.882639,2.328132,30.0,27000,34200,300
125,48.868752,2.347417,140.0,21600,32400,300
126,48.859751,2.359141,10.0,18300,27000,300
127,48.844008,2.350383,60.0,15900,27000,300
128,48.9,2.32731,80.0,10800,19800,600
129,48.868509,2.330392,60.0,22200,39600,300
130,48.928789,2.355128,90.0,21600,34200,300
131,48.866607,2.347183,300.0,10800,30600,600
132,48.870058,2.346376,140.0,14400,30600,600
133,48.874625,2.360056,50.0,10800,30600,600
134,48.863156,2.352093,80.0,28800,36000,300
135,48.865924,2.302847,430.0,27000,34200,300
136,48.87053,2.354152,30.0,10800,30600,600
137,48.872357,2.359855,70.0,14400,21600,300
138,48.858143,2.42606,100.0,24600,34200,300
139,48.871589,2.367311,4.0,18300,32400,300
140,48.870058,2.346376,70.0,10800,27000,600
141,48.864304,2.376037,180.0,27000,34200,300
142,48.870058,2.346376,50.0,10800,27000,600
143,48.853561,2.351725,10.0,17100,28800,300
144,48.861094,2.312868,30.0,14400,27000,600
145,48.873957,2.3343,60.0,19500,32400,300
146,48.864705,2.368198,140.0,20700,30600,300
147,48.775685,2.383076,50.0,27000,37800,300
148,48.864304,2.376037,50.0,30600,37800,300
149,48.888653,2.319593,20.0,30600,37800,300
150,48.859751,2.359141,70.0,15900,27000,300
151,48.872389,2.283777,30.0,27000,34200,300
152,48.8501,2.284588,40.0,20100,32400,300
153,48.872506,2.352679,20.0,14400,36600,600
154,48.855668,2.304694,20.0,22800,30600,300
155,48.866896,2.344011,20.0,10800,21600,600
156,48.858041,2.323125,30.0,14400,21600,300
157,48.768783,2.3161,90.0,27000,34200,300
158,48.885336,2.338508,190.0,19800,27000,300
159,48.896647,2.333722,110.0,10800,25200,600
160,48.860866,2.352342,70.0,25200,32400,300
161,48.866114,2.347646,60.0,10800,27000,600
162,48.85838,2.354403,20.0,10800,19800,600
163,48.877797,2.3392,80.0,19800,27000,300
164,48.902876,2.374355,30.0,27000,34200,300
165,48.820083,2.338397,80.0,10800,28800,600
166,48.875489,2.340275,20.0,14400,32400,600
167,48.909036,2.395574,420.0,20100,28800,300
168,48.873264,2.32664,8.2,26700,34200,300
169,48.83569,2.267866,30.0,16200,23700,300
170,48.855403,2.330874,130.0,27600,37800,300
171,48.858143,2.42606,160.0,30600,37800,300
172,48.873554,2.360319,40.0,14400,23400,600
173,48.852708,2.349901,90.0,19800,34200,300
174,48.864233,2.355936,170.0,10800,21600,600
175,48.849178,2.359731,10.0,10800,30600,600
176,48.894248,2.329873,40.0,27000,34200,300
177,48.869327,2.283907,20.0,20100,32400,300
178,48.869348,2.353465,20.0,20400,30600,300
179,48.900775,2.342051,160.0,25500,34200,300
180,48.877474,2.27288,80.0,23400,30600,300
181,48.884284,2.340713,140.0,27000,34200,300
182,48.849785,2.343277,20.0,10800,30600,600
183,48.866894,2.349155,40.0,21600,28800,300
184,48.87552,2.30007,10.0,19200,28800,300
185,48.875114,2.343639,180.0,19500,32400,300
186,48.872693,2.365364,60.0,21300,28800,300
187,48.843755,2.352663,20.0,23100,30600,300
188,48.865391,2.35162,50.0,10800,19800,600
189,48.869069,2.338294,30.0,21600,32400,300
190,48.853411,2.3332,10.0,19800,27000,300
191,48.858041,2.323125,50.0,21600,32400,300
192,48.889145,2.381764,80.0,18900,27000,300
193,48.860782,2.340251,20.0,14400,21600,300
194,48.820083,2.338397,80.0,10800,28800,600
195,48.874625,2.360056,40.0,10800,30600,600
196,48.860782,2.340251,50.0,18000,25200,300
197,48.864515,2.349468,130.0,21000,28800,300
198,48.758671,2.407741,20.0,20100,32400,300
199,48.87808,2.322074,9.0,14400,25200,600
200,48.884284,2.340713,40.0,25200,36000,300
201,48.733325,2.442407,9.0,24900,34200,300
202,48.862275,2.411592,50.0,25500,34200,300
203,48.860672,2.36894,70.0,10800,30600,600
204,48.862157,2.380131,60.0,10800,27000,600
205,48.882409,2.333305,40.0,10800,30600,600
206,48.848691,2.417032,50.0,18000,25200,300
207,48.87053,2.354152,30.0,25800,39600,300
208,48.883624,2.345827,140.0,27000,34200,300
209,48.854419,2.339259,30.0,25200,34200,300
210,48.843541,2.295369,110.0,14400,34200,600
211,48.857409,2.306244,70.0,14400,21600,300
212,48.847517,2.387622,60.0,21600,28800,300
213,48.860672,2.36894,70.0,10800,27000,600
214,48.89344,2.239112,90.0,16200,34200,300
215,48.838274,2.319156,90.0,30600,37800,300
216,48.848075,2.337083,120.0,28800,39600,300
217,48.884579,2.321093,50.0,14400,26400,600
218,48.863238,2.358736,210.0,10800,19800,600
219,48.857949,2.349303,60.0,28800,39600,300
220,48.864515,2.349468,120.0,21000,28800,300
221,48.876832,2.331126,150.0,19800,27000,300
222,48.842838,2.363345,7.0,18000,25200,300
223,48.861077,2.333851,40.0,14400,23400,600
224,48.860672,2.36894,50.0,10800,27000,600
225,48.86667,2.373262,10.0,10800,28800,600
226,48.878589,2.314193,30.0,20400,32400,300
227,48.869348,2.353465,30.0,23400,30600,300
228,48.962475,2.39722,90.0,30600,37800,300
229,48.87165,2.339553,30.0,14400,32400,600
230,48.869348,2.353465,50.0,23400,34200,300
231,48.80101,2.373169,1060.0,24600,34200,300
232,48.848134,2.341924,60.0,14400,21600,300
233,48.880277,2.334631,20.0,14400,30600,600
234,48.870058,2.346376,30.0,10800,27000,600
235,48.851146,2.3256,10.0,24600,34200,300
236,48.884927,2.34248,40.0,17100,25200,300
237,48.859299,2.353966,120.0,30600,40200,300
238,48.857059,2.340688,40.0,10800,19800,600
239,48.860782,2.340251,40.0,14400,21600,300
240,48.889145,2.381764,70.0,21900,32400,600
241,48.891112,2.351839,180.0,25800,34200,300
242,48.843664,2.355453,60.0,23400,30600,300
243,48.794882,2.29681,40.0,14400,27600,300
244,48.841908,2.39934,80.0,18000,25200,300
245,48.843541,2.295369,120.0,10800,30600,600
246,48.876452,2.344866,20.0,10800,27000,600
247,48.861534,2.447749,200.0,10800,19800,600
248,48.848691,2.417032,10.0,18000,26700,300
249,48.847036,2.641922,120.0,26100,34200,300
250,48.877385,2.34453,20.0,21600,32400,300
251,48.860672,2.36894,40.0,10800,27000,600
252,48.86194,2.363121,270.0,21600,28800,300
253,48.85882,2.307784,30.0,17100,32400,300
254,48.858041,2.323125,30.0,18000,25200,300
255,48.8498,2.350492,170.0,27000,34200,300
256,48.888329,2.322384,20.0,18000,25200,300
257,48.856211,2.344191,90.0,16500,34200,600
258,48.879184,2.377531,30.0,25200,32400,300
259,48.8114,2.310856,30.0,10800,23400,600
260,48.87165,2.339553,20.0,10800,28800,600
261,48.920918,2.322158,60.0,24600,32400,300
262,48.860782,2.340251,40.0,14100,21600,300
263,48.86709,2.347841,20.0,23400,30600,300
264,48.862157,2.380131,50.0,10800,27000,600
265,48.869069,2.338294,30.0,14400,21600,300
266,48.860672,2.36894,80.0,10800,27000,600
267,48.864515,2.349468,200.0,23700,36000,300
268,48.773014,2.312902,60.0,28800,39600,300
269,48.858048,2.37557,1.0,20400,28800,300
270,48.866581,2.345395,50.0,25800,34200,300
271,48.862582,2.378376,80.0,10800,27000,600
272,48.858048,2.37557,50.0,21300,28800,300
273,48.85324,2.303566,50.0,22500,32400,300
274,48.876167,2.338459,270.0,25200,36000,300
275,48.866265,2.355213,60.0,30600,37800,300
276,48.859608,2.37047,70.0,25200,36000,300
